wheezy,asclock,asclock,2.0.12-23
wheezy,asclock-themes,asclock,2.0.12-23
wheezy,asc-music,asc-music,1.3-2
wheezy,ash,dash,0.5.7-3
wheezy,asis-doc,asis,2010-5
wheezy,asis-programs,asis,2010-5
wheezy,asmail,asmail,2.1-3
wheezy,asmix,asmix,1.5-4.1
wheezy,asmixer,asmixer,0.5-14
wheezy,asmon,asmon,0.71-5
wheezy,asp,asp,1.8-8
wheezy,aspcud,aspcud,2011.03.17.dfsg-6
wheezy,aspectc++,aspectc++,1:1.1+svn20120529-2
wheezy,aspectj,aspectj,1.6.12+dfsg-3
wheezy,aspectj-doc,aspectj,1.6.12+dfsg-3
wheezy,aspell-am,aspell-am,0.03-1-4
wheezy,aspell-ar,aspell-ar,0.0.20060329-4
wheezy,aspell-ar-large,aspell-ar-large,1.2-0-2
wheezy,aspell,aspell,0.60.7~20110707-1
wheezy,aspell-bg,bgoffice,4.1-3
wheezy,aspell-bn,aspell-bn,1:0.01.1-1-2
wheezy,aspell-br,aspell-br,0.50-2-6
